Rumah Sakit,Reviewer,Waktu,Rating,Ulasan
PRIMAYA HOSPITAL TANGERANG,Marti Gemila,2 tahun lalu,5.0,"Pelayanan sangat cepat. Mulai dari adm pendaftaran IGD, suster Ria perawat IGD juga ramah, cekatan, sekali infus anak saya yang berumur 3 tahun juga langsung berhasil. Dari anak baru lahir sampai sekarang kalau sakit selalu konsultasi & …"
PRIMAYA HOSPITAL TANGERANG,Nani Wahyuni,10 bulan lalu,5.0,"Pelayanannya sangat memuaskan , tim dokter dan perawatnya cepat tanggap ., tetap di pertahankan agar selalu menjadi RS yg terbaik"
PRIMAYA HOSPITAL TANGERANG,Jon Jon,10 bulan lalu,3.0,"pelayananya bagus, cepet dan tempat nya bersih, namun tidak saat di bagian kasir dan saat pengambilan obat, nunggu kasir dari jam 14: 20 sampai jam 17:40 blm kunjung di pangil 😮‍💨, saya mencoba menanyaka ke bagian kasir dengan baik-baik, malah di judesin, hehehehe …"
PRIMAYA HOSPITAL TANGERANG,Mei Yulianti,6 bulan lalu,5.0,Alhamdulilah pelayanan primaya hospital tangerang sangat bagus tempat nya bersih dan rapih
PRIMAYA HOSPITAL TANGERANG,rs icr,setahun lalu,1.0,"Saya SANGAT KECEWA dengan rumah sakit ini. Jujur, saya jarang sekali menulis ulasan, apalagi ulasan buruk. Tapi semoga apa yang saya sampaikan di sini bisa didukung oleh semua pasien, karena saya yakin jumlah pasien yang menggunakan BPJS …"
PRIMAYA HOSPITAL TANGERANG,Melinda Putri,9 bulan lalu,2.0,"Toiletnya ya Allah banget
Bau pesing, ga ada tisu. Jorok.
Tolong banget di renovasi deh. Sebagai muslim toilet wajib bersih, khawatir banyak najis."
PRIMAYA HOSPITAL TANGERANG,arinda suryani,6 bulan lalu,5.0,"Pelayanan yg prima, mengutamakan keselamatan pasiennya🫶🏻 …"
PRIMAYA HOSPITAL TANGERANG,Diaztama Putra Pamungkas,10 bulan lalu,1.0,"Pelayanan di Triase IGD buruk..saya ke IGD tanggal 26 Juli 2025 jam 18.30, dengan kondisi pinggang nyeri hebat..badan menggigil..badan tidak sehat padahal saya mau bayar mandiri tidak pakai BPJS.. malah diminta registrasi ke admin untuk ke poli... sangat disayangkan..mau berobat cepat malah ditolak"
PRIMAYA HOSPITAL TANGERANG,Rohana Hana,4 bulan lalu,5.0,"Penanganannya cepat petugasnya ramah* juga, semoga ibu cepat sehat lagi."
PRIMAYA HOSPITAL TANGERANG,Titis Ayunda,9 bulan lalu,5.0,"Berobat untuk ranap anak saya sangat baik, cepat dan informatif. Konsep kamar mini vip juga bagus, baik untuk pasien anak yg biasa suka rewel jadi tdk terlalu mengganggu pasien lain (karna diruangan sendiri) dan tidak terganggu oleh pasien lain 👏🏻 …"
PRIMAYA HOSPITAL TANGERANG,Mas Mangundana Group,2 tahun lalu,1.0,"Antri di dokter nya sudah lama 3 jam (mungkin karna banyak pasien nya)
Nunggu di kasir untuk bayar 1 jam (entah apa yg di input,harus nya semua data di kirim langsung oleh perawat di ruangan dokter jadi masuk kasir tinggal bayar ga …"
PRIMAYA HOSPITAL TANGERANG,Dhani Mahiisa,setahun lalu,5.0,"Pelayanan OK, suasana RS nyaman dan Staff serta Dokter nya ramah."
PRIMAYA HOSPITAL TANGERANG,berenice hazen,setahun lalu,2.0,pelayanan farmasi / pengambilan resep obat terlalu lama sampai ngantri kurleb 3 jam
PRIMAYA HOSPITAL TANGERANG,Deden Rian Irwansyah,2 tahun lalu,5.0,"MCU Pertema disini bagus banget dengan Paket Komplit MCU . Perawat, Dokter dan Petugas lainnya pada ramah, tempatnya Bersih Rapih Mewah.. pokonya The Best"
RS Sari Asih Karawaci,Rhoma Agustian,5 bulan lalu,5.0,"untuk semua tim RS Sari Asih Karawaci, pelayanan yang diberikan sudah sangat baik, dimulai dari awal masuk sampai diruang perawatan. Especially ruang Paviliun Maharani semua tim baik dokter dpjp, dokter umum, perawat, asisten perawat, dan …"
RS Sari Asih Karawaci,usup supriadi,3 bulan lalu,5.0,"Alhamadulillah pelayanannya sangat baik. Anak saya lahir, dan pernah 2x menjalani oprasi amandel di Rs sari asih karawaci selalu puas dengan pelayanannya. Dokter dan Perawatnya ramah². Ruangan jg bersih, nyaman dan luas …"
RS Sari Asih Karawaci,Stephanie Maygo Sivanah,3 bulan lalu,5.0,"pelayanannya cepat dan semua susternya ramah sekali dan pelayanan baik.. ruangannya bersih dan nyaman.. saya kuret disini dan pengalaman baik sekali, saya dapat diruang kebidanan 1008 dilayaninnya juga cepat semua prosesnya.. bidannya semua baik banget penjelasan juga jelas semua terimakasih banyakkk🥰🥰🥰 …"
RS Sari Asih Karawaci,melnysae.,4 bulan lalu,5.0,"Dari pertama masuk mulai dr IGD sampai di rwt di ruang inap langsung di tangani oleh bidan jaga, selama sy di rwt di ruang kebidanan 1008 bidan bidan ramah di jelaskan  makanan yg konsumsi ibu hamil trimester 1 oleh bidan puji dan tim, terimakasih RS sari asih karawaci  sukses.. The best"
RS Sari Asih Karawaci,Ardilah Puspa Utami,2 bulan lalu,5.0,"Pengalaman pertama kontrol dokter obgyn di RS Sari Asih dengan dr. Agus H, Sp.OG sampai melahirkan normal dibantu dengan banyak bidan & perawat khususnya bidan yang merawat di R1006. Semua staff juga sangat baik & membantu termasuk perawat, OB, satpam, dan edukasi dg Ibu Puji. Terima kasih tim RS Sari Asih Karawaci"
RS Sari Asih Karawaci,Poetra Caruban Pitut,4 bulan lalu,5.0,"Alhamdulillah istri saya sudah di tolong/ di rawat selama persalinan dan sukses operasinya dengan Dr Agung SpOG dan dokter Didik spA , dan untuk tim kebidanan kamar 1008 Bu Bidan dg tim perawatnya terima kasih tuk semuanya yang telah merawat istri dan anak saya"
RS Sari Asih Karawaci,Maulana Ahmad Ikhsanudin,5 bulan lalu,5.0,"​Yth. Manajemen RS Sari Asih,
​Saya menulis email ini untuk menyampaikan apresiasi dan terima kasih yang sebesar-besarnya atas pelayanan yang saya terima selama dirawat di Ruang Kebidanan, …"
RS Sari Asih Karawaci,Paryoto Iranu,6 bulan lalu,5.0,"Alhamdulillah.. dari awal masuk IGD, diangnosa, penanganan dokter, rawat inap, semua sat set.. pertahankan dan inovasi² lagi.."
RS Sari Asih Karawaci,salsabila nuzula,3 bulan lalu,5.0,"alhamdulillah dari jaman mamaku lahiran sampai aku lahiran pelayanannya konsisten banget, SELALU BAGUS ✨️❤️‍🔥 ga cuman pelayanannya, tempatnya juga bersih, resik, petugasnya ramah-ramah, besstt banget lah!!! …"
RS Sari Asih Karawaci,Pitriani Ptriani,8 bulan lalu,5.0,"Untuk tempat tunggu rawat jalan cukup nyaman
Karena untuk saat ini bpjs dan asuransi dipisah jd tidak trlalu menumpuk antrianny. Untuk pelayanan dokter dan perawat serta petugas lainny sangat membantu dan ramah 👍 …"
RS Sari Asih Karawaci,Eka Mulyaningrum,3 bulan lalu,5.0,"Takut ke dokter gigi??? ( TIDAK LAGI
!!!) Ngerasain kan setegang apa rasanya akan CABUT GIGI GRAHAM.
Tapi dengan penanganan Ahli nya di RS SARI ASIH KARAWACI ternyata merupakan …"
RS Sari Asih Karawaci,Tubagus Satya Haprabu,2 bulan lalu,5.0,"Secara keseluruhan mulai dari satpam IGD sampai proses ke PK semua staff sangat ramah dan ketika menjelaskan sangat jelas. 1 hal yang paling istimewa dari RS ini yaitu ketika pergantian shift, semua staff berkunjung ke kamar untuk mendoakan …"
RS Sari Asih Karawaci,Yudhi Afrizal,5 bulan lalu,5.0,"Istri saya melahirkan di sari asih ditangani dengan baik dengan penuh kasih, dan saya sudah mempercayai sari asih untuk bersalin istri saya karena anak saya yg pertama sampai ke tiga semua persalinan di rumah sakit sari Karawaci"
RS Sari Asih Karawaci,Setyana Sari,2 bulan lalu,5.0,"Saya dirawat di ruang kebidanan, alhamdulillah persalinan sc berjalan lancar dg dr. Agus Hermawan. Mohon maaf bu bidan sempat ngeramein ruang VK. Terimakasih untuk semua dokter, bidan dan asper yg membantu persalinan saya. Excellent service for Asper Yuli, nemenin saat saya kontraksi. Semoga sehat selalu asper Yuli 🤍🤍🤍 …"
RS Sari Asih Karawaci,Widya Bandono,5 bulan lalu,5.0,"Sy dirawat kebidanan 1003 ruangan bersih, ditangani oleh dr. Agus Hermawan SpOG dan suster2nya juga baik2 dan ramah2 dalam pelayanan dan segala hal.
Terimakasih Sari Asih Karawaci 🙏😁 …"
RS Sari Asih Karawaci,Cempaka official,4 bulan lalu,5.0,Terima lasih atas pelayananya selama d rawat d ruang blok c kamar 3014 perawat laki laki dan perempuan ramah bikin nyaman
RS Sari Asih Karawaci,Sukma Sulubi,2 bulan lalu,5.0,Pelayanan di RS Sari Asih sangat baik .. saya mengenal RS Sari Asih sejak 31 tahun yang lalu.. anak kedua saya lahir disini dan 4 keponakan saya juga lahir disini .. …
RS Sari Asih Karawaci,Candra Saputra,5 bulan lalu,5.0,"Terimakasih untuk ruang kebidanan yg telah merawat istri saya, terimakasih dr.agus hermawan SpOG, para bidan petugas semuanya ramah dan baik melayani pasien. Pertahankan semuanya"
RS Sari Asih Karawaci,Mellinia Prayusnita,3 bulan lalu,2.0,"Menurut saya pelayanannya kurang sekali, anak saya panas dan batuk pilek dirontgen kata dokter infeksi paru dan dikasih obat antibiotik dan diuap tp kalo saya ga minta untuk diuap dlu gaada untuk inisiatifnya menanyakan ke pasien(anak saya) …"
RS Sari Asih Karawaci,Zakia A. S.,6 bulan lalu,5.0,"1st Rawat Inap disini, Kesan Pertama:
• Pelayanan suster & dokter (baik yg di IGD maupun Ruang Perawatan) 👉🏻 Bagus, Komunikatif jg dengan pasien 💛😍 …"
RS Sari Asih Karawaci,cecill,3 bulan lalu,5.0,"Dari pertama masuk  IGD sampai di rawat di ruang inap langsung di tangani oleh bidan jaga, selama di rawat di ruang kebidanan 1008 bidan bidan ramah, pelayanan nya cepat dan kamar nya bersih, sangat puas dengan pelayanan nya yang cepat juga ramah"
RS Sari Asih Karawaci,Yuli Permatasari,3 bulan lalu,5.0,Rumah sakit yg pelayananya sunggu bagus.mengutamakan keselamatan pasien dahulu dan sangat ramah.rumah sakit yg bersih dan nyaman.trimakasih sudah merawat saya disaat sedang sakit
RS Sari Asih Karawaci,Sarah Anggraenni,7 bulan lalu,5.0,"First time di rawat dirumah sakit ini pelayanan nya sangat ramah dari dokter, suster, perawat dan pelayanan kebersihan nya semuany ramah sekali."
RS Sari Asih Karawaci,Ayunda Azahra,5 bulan lalu,5.0,"Alhamdulillah secara keseluruhan pelayanan sangat baik, saya dirawat diruang kebidanan dengan dr.roefmilina SpOG"
RS Sari Asih Karawaci,Tri setya Puspasari,9 bulan lalu,2.0,"Ada yg perlu di perbaiki dari bagian apotek. Kebetulan saya sedang rawat inap, Dokter kontrol jam 13.30 siang, namun obat baru di dapatkan sekitar jam 21.57.luar bysa sekali kan. Saya cuma bs berasumsi aja apakah: …"
RS Sari Asih Karawaci,Riadhi,5 bulan lalu,5.0,"Nyaman, ramah semua staff nya, dan seneng bgt denger murotal, pelayanan bidan nya jg ramah dan edukatif"
RS Sari Asih Karawaci,thomy raffan,5 bulan lalu,5.0,"Pelayanan di ruang kebidanan sangat bagus dan ramah cepet, cekatan, nyaman melahirkan di sini 🥰 …"
RS Sari Asih Karawaci,Karina Ayu,5 bulan lalu,5.0,"Pelayanan yang baik dan ramah diruang kebidanan oleh bidan puji , bidan mira , bidan vega dan bidan mudah , mba marti dan mba yuli"
RS Sari Asih Karawaci,Catur Sulistiyo,3 bulan lalu,5.0,Untuk pelayanan keseluruhan semua pelayanan sangat baik untuk istri dirawat di kamar 10006 ruang kebidanan
RS Sari Asih Karawaci,Nita Novitasari,3 bulan lalu,5.0,"Sari asih karawaci pelayanan nya bagus bgt, dokter nya gercep, satset, ga bertele tele. Dr hamil pertama smpe kedua selalu ke dr agus, imunisasi anak juga ke dr didik. Semua doker dan nakes nya ramah-ramah, sukses terus sari asih karawaci. Terima kasih atas semua pelayanan nya selama disini ❤️"
RS Sari Asih Karawaci,Annisa Fajherin Malik,3 bulan lalu,2.0,"Entah kenapa, setiap ibu saya kontrol beberapa bulan belakangan ini, untuk obat tyrax/tyrozole dari bagian farmasi selalu kosong/dikasihnya tidak lengkap. Dengan gampangnya nyuruh bolak balik lagi menanyakan ketersediaan stok (harusnya …"
RS Sari Asih Karawaci,dwi agung,4 bulan lalu,1.0,"Assalamuallaikum

Baru pertama kali ibu sya di rawat di RS ini yg sblm nya di RS lain dan pasca di …"
RS Sari Asih Karawaci,Fingki Reza,4 bulan lalu,5.0,"Saya dirawat diruang kebidanan dirawat oleh dr Agus, pelayanannya sangat baik, bidan-bidanny baik ramah"
RS Sari Asih Karawaci,Antonius Silitonga,3 bulan lalu,5.0,"Layanan ramah dan sangat kekeluargaan dr staf, perawat dan dr.
Dokter Agung (Obgyn) yg ramah dan low profile banget, dr Andi yg kalem dan dr Fadli yg hangat ditambah para staf dan perawat yg helpfull bikin hati kita seperti bukan ke RS tapi lg dibesuk keluarga😊🙏 …"
RS Sari Asih Karawaci,Nia Sonia,3 bulan lalu,5.0,"Saya di rawat di ruangan oleh dr agung, spog, dokternya baik, jelas, bidan2ny ramah baik baik, maju terus sari asih karawaci"
RS Sari Asih Karawaci,Dessy Anggraeni,9 bulan lalu,5.0,"Alhamdulillah sewaktu masuk ke IGD langsung ditangani dengan baik dan cepat. Nakesnya baik2 dan ramah. Pemberian obat dan makan juga tepat waktu. Lokasi strategis dan mudah dijangkau. Fasilitas di sekitar RS juga cukup lengkap, sehingga …"
RS Sari Asih Karawaci,Indri Yumnara,Diedit 5 bulan lalu,5.0,"Saya di rawat di ruang kebidanan dengan dokter agung lahiran sc krna gawat janin ktuban sdh ijo. Bidan2nya sabar2 ad yg judes tp dkit doang kbnykan yg sabarny kya bidan vega masyaallah rs sari asih krawaci mantep bgt ,gercep bgt …"
RS Sari Asih Karawaci,Tety Sugiarti,3 bulan lalu,5.0,"Pelayanan sangat baik dari awal masuk IGD penanganan gercep tindakan cepet Suster dokternya  nya gercep"" Semua Keluhan kita bener"" di layanin dengan baik  kalo belom bener"" sembuh ga di ijinkan pulang terima kasih banyak buat RS Sari Asih Karawaci"
RS Sari Asih Karawaci,Mamah Olien,3 bulan lalu,5.0,"Saya melahirkan disini
Pelayanan kebidanan sangat baik dokternya pun sangat baik 👍🏻👍🏻👍🏻👍🏻👍🏻
Kamar kelas 3 1008 bersih & nyaman
Bidan pudji dan bidan yg lain sangat ramah …"
RS Sari Asih Karawaci,Indah Hafizhoh,3 bulan lalu,2.0,"Tgl 12 feb saya dapat reminder by wa untuk kontrol tgl 13. Tapi tidak ada info sama sekali harus bawa rujukan baru, terakhir kontrol pun tidak ada info harus minta rujukan baru. Saya sudah dateng jauh2 kesini, antri lama, ditolak karena …"
RS Sari Asih Karawaci,Jackson Adriano,4 bulan lalu,5.0,"Menemani ibu yang sedang di rawat inap, pelayanan nya mantap padahal pake BPJS, perawat nya ramah2 dan baik, ruangan dan kamar mandi sangat bersih dan segar padahal kelas BPJS tapi kwalitas nya Super VIP,"
RS Sari Asih Karawaci,Anaya Zaina,5 bulan lalu,5.0,Saya hanya BS ucapkan terima banyak ke RS Sari Asih atas pertolongan terhadap lahiran istri saya.karena istri di usia kehamilan 6bln tiba tiba tensi tinggi yg mengharuskan operasi secara segera. Buat menolong ibu dan si bayi.dokter …
RS Sari Asih Karawaci,Atin Juhetin,5 bulan lalu,5.0,Alhamdulillah puji syukur kehadirat Allah SWT..pengalaman pertama lahiran di RS Sari Asih Karawaci..dengan dokternya yg kandungan dan dokter Anak dan seluruh petugas yg baik.dan. CPT tanggap.dng kondisi saya yg TB TB di kehamilan usia 30mgg …
RS Sari Asih Karawaci,Darul Excellent,3 bulan lalu,5.0,"Pertama Kali periksa di RS Sari Asih Karawaci dengan gejala Hipertensi,,  Pelayanan sangat cepat, petugas admin, suster dan dokternya sangat ramah, pelayanannya sangat profesional dan menyenangkan. Sukses terus RS Sari Asih,  semoga trus konsisten memberikan yang terbaik untuk pasien dan masyarakat."
RS Sari Asih Karawaci,Putri Nova Haryanto,4 bulan lalu,1.0,"Karyawan cleaning service cewe yg shift pagi tadi yg makeupnya cetar pake bulumata bad attitude, bersihin muntah pasien knp marah² ? sudah tugasnya cleaning service bukan? Kalo pasien nya bisa jalan ke toilet gak mungkin muntah ditempat. Dengan kondisi kepala 20jahitan dan sudah lemas. Mohon ditindak lanjutin"
RS Sari Asih Karawaci,Sandiana,3 bulan lalu,5.0,"Pengalaman pertama rawat inap disini,
Seluruh team rs sangat baik , ramah dan pelayanan nya cepat
Rekomen buat kalian jika ada keluarga yang sakit, berobat disini
Semoga semua sehat , tq so much"
RS Sari Asih Karawaci,Jhoni Ardiansyah,3 bulan lalu,5.0,"Terima kasih Dokter dan para Tenaga Medis lainnya yang bertugas di RS Sari Asih Karawaci Kota Tangerang, yang telah bekerja keras merawat saya sebagai pasien hingga sembuh. Ruang rawat inap yang benar2 bersih dan nyaman. Profesional, melayani dengan ramah."
RS Sari Asih Karawaci,Ika Agustina,4 bulan lalu,5.0,"Pengalaman saya menemani ibu saya sakit batu empedu, awal mula dirawat di RS Arrahmah lalu dirujuk ke RS Sari Asih karawaci utk tindakan operasi batu empedu. Alhamdulillah prosesnya cepat tanpa kendala apapun. Dokternya baik,  walaupun ada …"
RS Sari Asih Karawaci,Indonesia Raya,6 bulan lalu,5.0,"Keren, ramah dan cepat penangan nya saya pasin tg tinggal nya di bekasi setiap bulan saya  kedokter kolit dan ira suster nya ramah"
RS Sari Asih Karawaci,Aah Sam'ah,4 bulan lalu,5.0,Sari Asih karawaci pelayanan nya memuaskan. Saya SC disini sudah 2 kali. Bidannya baik baik dokter nya profesional. saya sc 2 kali dengan dr.Agus dengan dokter anaknya dr.didik dan dokter internist dr.fandy Kamar perawatan kebidanan nya …
RS Sari Asih Karawaci,Isti qomah,11 bulan lalu,5.0,"Periksa hamil dan melahirkan di sini dengan dokter kandungan langganan. Lanjut setelah melahirkan, imunisasi dan periksa anak di sini. Pelayanannya bagus dan lumayan cepat. Terdapat kantin yang menjual makanan sehat di lobby dalam. Untuk …"
RS Sari Asih Karawaci,Irma Syamsudin,3 bulan lalu,4.0,"Kesan pertama sampai ke 3× saya ke RS sari asih yang berbeda tapi pelayanannya cepat dan pegawainya ramah. Justru karna service pelayanan adalah jantung suatu usaha, yang alhamdulillah ada pada RS sari asih."
RS Sari Asih Karawaci,Pras Tiyo,4 bulan lalu,5.0,"Pelayanan super ramah
Susterny dan dokterny ramah2,
Kamar bersih lingkungan nyaman.klo mau cari makan semuany ada di depan rs …"
RS Sari Asih Karawaci,Yuli Asih,4 bulan lalu,5.0,"Terima kasih untuk staf keseluruhan rumah sakit sari asih, dari awal penanganan slalu di berikan yg terbaik, terima kasih banyak untuk bidan widat pelayanan nya baik banget, nenangin banget pertanyaan apapun di jawab dengan ramah dan baik sekali .. sehat2 untuk para nakes 🤲🥰🥰 …"
RS Sari Asih Karawaci,Indria Dwi Irawan,4 bulan lalu,5.0,Pelayanan kebidanan sudah baik selama ibu upi azmi dirawat di ruang 1006
RS Sari Asih Karawaci,Nadya Muthmainnah,4 bulan lalu,5.0,"Pertama kalinya minta rujukan ke dokter syaraf, alhamdulillah sekali berobat langsung ketauan sakitnya apa, untuk antrian tidak terlalu lama. Terimakasih atas pelayanan nya dan semoga semakin baik lgi"
RS Sari Asih Karawaci,Egis Setiawan,7 bulan lalu,1.0,"Semraut. Pertamakali nganter sodara yang mau berobat. Malah belibet parahhhhh... Pelayanan paling buruk semasa sejarah saya ke RS. Apa karena pake BPJS?. Antrian ga jelas penanganan se enaknya. Kapok kapok lagi dah saya. Datang paling awal, …"
RS Sari Asih Karawaci,Suryani Doni,5 bulan lalu,5.0,"Saya ibu suryani, dirawat di kamar bersalin dengan bidan yang ramah. Pelayanan di RS sari asih Karawaci keren.... ruangannya bersih, bidannya setiap operan shift perkenalan dan selalu memberikan doa agar cepat pulih. Rumah sakit islami, dari dokter, bidan dan satpamnya juga ramah 👍 …"
RS Sari Asih Karawaci,Micaela Merlyn,3 bulan lalu,5.0,Pertama kali dapat tindakan Kuret dari Faskes pertama minta langsung ke Sari Asih... Semua pertama kali dan dilakukan sendiri tapi dari sat pendaftaran sampai semua tindakan dibantu dengan pelayanan yang ramah dan informatif apalagi di bag …
RS Sari Asih Karawaci,Dita Aurora,5 bulan lalu,5.0,"⭐⭐⭐⭐⭐
Pelayanan di RS Sari Asih Karawaci sangat memuaskan. Dokter THT dan Radiologi menjelaskan kondisi serta pengobatan dengan jelas sehingga pasien merasa tenang. …"
RS Sari Asih Karawaci,Sanny Aprilianti,3 bulan lalu,5.0,"Saya di rawat ruang kebidanan, bidanny ramah-ramah, dokter baik, terima kasih sari asih karawaci"
RS Sari Asih Karawaci,intan niasputri,4 bulan lalu,5.0,Dari anak pertama sampai saya melahirkan anak ke empat di rumah sakit sari asih Karawaci pelayanan nya sangat terbaik dan saya selalu di layani dengan ramah dan sepenuh hati dengan cepat dan dengan lembut semua perawat dan bidan yg ada di …
RS Sari Asih Karawaci,Peachy Sprnkkllly,6 bulan lalu,3.0,"harus ada yg diperbaiki deh, aku dtg dgn sakit usus buntu, tp cuma dirawat aja pdhl perut aku ttep sakit selama di infus. kagetnya disuruh pulang pdhl ketemu dokter aja cuma ditanya ""sakit ga? aku jawab sakit dong. tapi dokternya melengos …"
RS Sari Asih Karawaci,Yeyen Juharnawati,5 bulan lalu,5.0,"Alhamdulillah, RS Sari asih karawaci dari perawatnya selalu mendoakan setiap operan dinas , dokter nya dan petugas lainnya sangat ramah , kebersihan kamar mandi dan lainnya terjaga..bila waktu sholat selalu d ingatkan , terimakasih sariasih Karawaci semakin jaya"
